GPA,STEM,Demographic,Income,Athletics,Scholarship
3.666309509434683,1,Black,Upper,0,1
1.1941506362707972,1,Other minority,Middle,1,0
3.338611055789688,0,White,Middle,0,1
3.045677956621293,0,Black,Middle,1,1
2.1529872706846254,1,Asian,Middle,0,0
3.558671587940039,1,Black,Middle,0,1
3.2581810711449464,1,Asian,Upper,0,0
3.810439848757871,0,Black,Upper,0,1
3.567405699209271,1,Hispanic,Low,0,1
3.3313972566124193,1,Black,Middle,1,1
3.2871519678804457,0,White,Middle,0,1
3.991465328699007,0,Asian,Low,1,1
3.1169116552772373,1,Hispanic,Low,1,1
3.149817248082899,1,Hispanic,Low,1,1
1.1883631558870162,0,White,Low,1,1
1.0128070166865377,1,Asian,Low,1,1
2.191107596590066,0,Asian,Middle,1,0
1.353104719684308,0,White,Middle,0,1
3.1379263398585784,1,Other minority,Middle,0,0
3.951830149019449,0,White,Low,1,1
1.8995284899028255,1,White,Low,1,1
1.76063182817922,1,Asian,Upper,0,0
2.102779167380894,0,Black,Low,1,1
3.9165742099681293,0,White,Low,1,1
3.3809967524350117,1,White,Middle,0,1
3.6607051233285106,0,Other minority,Middle,0,0
3.9861315697785606,1,Hispanic,Upper,1,1
3.224466700465417,0,Asian,Middle,1,1
3.0307992985711847,1,Asian,Upper,1,1
1.593648882004101,1,Black,Upper,1,1
3.6126284687025265,1,Other minority,Middle,0,0
3.799982526120626,0,Other minority,Upper,0,0
3.2150855578400743,0,Hispanic,Upper,1,0
3.6744534683393253,0,Other minority,Upper,0,0
2.2255038603480495,1,Asian,Middle,1,1
3.631267450507579,1,Hispanic,Low,1,1
3.974507192727376,0,Black,Upper,1,1
3.7987178895606792,0,Asian,Middle,0,1
3.8939254809102386,0,Black,Low,1,1
1.231172262135727,1,Hispanic,Low,0,0
1.2948850423242957,1,Black,Upper,0,0
3.519986655885176,1,Hispanic,Middle,1,1
3.8236983548862455,1,White,Low,0,1
3.119663948838456,1,Other minority,Low,0,0
1.2767096043495056,0,Other minority,Upper,1,0
3.800223887702993,1,Black,Low,1,1
1.6444354988736598,1,White,Low,1,1
3.53983531079722,0,Hispanic,Middle,0,0
2.236833798181661,1,Black,Upper,1,1
3.2233801004188876,0,Black,Middle,0,1
2.0040966843292587,1,Hispanic,Upper,0,0
1.8267223916466289,1,Other minority,Low,1,0
2.070996909452523,1,Other minority,Low,0,0
3.019951497740279,1,Hispanic,Middle,1,1
3.813357413768482,1,Black,Middle,1,1
1.4300373165613094,1,Hispanic,Middle,0,0
3.0920764642197307,0,White,Middle,0,1
3.9699116001580466,0,Hispanic,Low,0,1
3.9318541131575064,0,Black,Middle,1,1
3.032870102751621,0,White,Low,0,1
3.0733288432025185,0,White,Middle,0,1
1.6560671195977714,1,White,Middle,0,1
3.6507621178753324,0,Hispanic,Low,1,1
3.3888402912761086,0,Hispanic,Middle,1,0
3.0360639170216253,1,Asian,Low,1,1
3.59799060349646,0,Asian,Upper,1,1
3.6785759449282915,1,White,Middle,1,1
3.14474911972543,1,Black,Low,0,1
3.0546641231164444,0,White,Upper,1,1
3.6537435583445244,0,Hispanic,Low,0,1
3.796432057707123,1,Asian,Upper,1,1
3.2069102512807826,0,Black,Middle,1,1
3.0709957553081577,1,Other minority,Upper,0,0
3.740338727786477,1,Asian,Upper,0,1
3.824374819848283,1,Other minority,Middle,0,0
3.9133740644696324,1,Hispanic,Upper,0,0
3.1719434189904403,0,Asian,Upper,1,0
3.985224225713385,0,Black,Upper,1,1
3.2688818673755873,0,White,Upper,1,1
3.751480811074342,1,White,Low,1,1
3.215301919884913,0,Hispanic,Middle,1,0
1.3492356075169396,0,Other minority,Middle,1,0
3.3599030008886754,0,White,Upper,1,1
1.232992185547087,1,Asian,Low,1,1
3.5812657522157174,1,Hispanic,Upper,1,1
3.5539265679941874,1,Other minority,Low,1,1
3.6524120538993987,0,Asian,Middle,1,1
3.330287599831465,0,Hispanic,Middle,0,0
3.0791662317369077,0,Hispanic,Middle,0,0
3.730796560848571,0,Black,Middle,1,1
2.345653794091784,1,White,Middle,0,1
3.507296442088249,1,Other minority,Middle,1,1
3.0046059357292094,0,Other minority,Middle,0,0
3.3050125348292707,0,Asian,Upper,0,0
3.3550534161083,1,Hispanic,Middle,1,1
1.0539892887070328,1,White,Upper,0,1
3.7365868838651357,0,Hispanic,Middle,0,0
3.295234563211002,1,Black,Low,0,1
3.9398553702935026,1,Hispanic,Upper,1,1
1.65545149583141,0,Black,Low,0,1
1.2363241485263465,1,Black,Low,0,1
3.93146774940904,1,Hispanic,Middle,0,1
3.387892989416318,1,White,Upper,0,1
3.072320916269512,1,Asian,Low,1,1
3.2226454216993554,1,Asian,Middle,1,1
3.9493950569161735,1,Other minority,Upper,1,0
1.7961889078646927,1,Black,Upper,1,1
3.6923136206778526,1,Other minority,Middle,0,0
3.3947473324706796,0,Black,Middle,1,1
3.391198364210061,1,White,Low,1,1
1.1672402853938024,0,Asian,Middle,0,0
3.045863159549785,1,Asian,Low,1,1
2.318658958558035,0,Other minority,Middle,1,0
1.443484221178499,1,Hispanic,Middle,1,0
3.0154966122295095,0,Other minority,Low,0,0
1.7901469072996552,0,Hispanic,Middle,0,0
3.2488867875647345,0,Black,Upper,1,1
2.1940127639482467,1,Other minority,Upper,1,0
1.9913615586939364,1,Black,Low,0,1
3.1900793911579366,1,White,Upper,0,1
1.903713649330089,1,Black,Middle,0,1
2.198256618212316,0,Asian,Upper,1,0
3.1192890169798497,1,Asian,Low,0,1
2.343586093230919,0,Hispanic,Middle,0,0
3.309236897789859,1,Other minority,Upper,0,0
1.0793729134899466,0,Asian,Middle,1,0
1.4935200409086842,0,Hispanic,Upper,1,0
3.045630258227168,0,Hispanic,Middle,0,0
3.793419197541262,1,Asian,Low,1,1
3.2003475487011004,1,Other minority,Upper,1,0
3.7503751763975455,1,Other minority,Low,1,1
1.0019462884076697,0,Other minority,Low,1,0
3.217188267239543,0,White,Upper,1,1
2.3406282257645437,1,White,Upper,1,1
3.3271684233027488,0,Black,Upper,0,0
1.6300446746744082,1,White,Low,1,1
1.6377715408225966,1,White,Middle,0,1
3.547363831741365,1,Other minority,Low,0,1
3.9083200357904024,0,Other minority,Middle,1,0
1.3075533319053871,1,White,Upper,1,1
3.8791033403247077,0,Black,Low,0,1
3.7985647791534207,1,Asian,Middle,0,1
3.1765039133660937,1,Other minority,Low,1,1
3.3387129141775755,0,White,Middle,1,1
3.7887746530206083,1,Asian,Middle,1,1
3.083818462407406,0,White,Upper,1,1
1.2644828173062312,0,Other minority,Low,1,0
3.89689020138199,1,Black,Upper,0,1
3.9349340339227608,0,White,Upper,1,1
3.7632605511563475,0,Asian,Upper,1,1
3.345890519016235,1,Other minority,Upper,0,0
3.31618128164636,1,Hispanic,Low,1,1
3.008030503036273,1,Other minority,Low,0,0
3.1048852477821907,0,White,Upper,1,1
3.040510310777936,1,Asian,Middle,0,1
3.2277446313291973,0,White,Middle,1,1
2.1001955851957583,1,White,Low,0,1
1.6937445139827454,1,White,Low,0,1
3.3235249089319785,1,Other minority,Middle,0,0
1.2962760498811048,0,Black,Middle,0,0
1.6030208425294719,0,Black,Upper,1,0
3.5393580595578316,1,Hispanic,Upper,1,1
1.83465758278333,1,Black,Middle,1,1
3.6084040124628034,1,Other minority,Middle,0,0
3.108032877925772,1,Hispanic,Upper,1,0
3.5003926592583388,0,Black,Upper,1,1
3.698135012152647,1,Asian,Low,1,1
1.322207977236943,0,Other minority,Upper,0,0
1.7316642441860095,1,Hispanic,Low,0,0
1.7997505994284388,0,Other minority,Low,1,0
3.371039324310815,1,Asian,Middle,0,1
3.178721669078592,1,Hispanic,Upper,0,0
1.6669392265094822,0,Hispanic,Middle,1,0
3.5778341543997243,0,Asian,Middle,0,1
2.1675681066785577,0,Black,Middle,0,0
3.725266445758741,1,Hispanic,Middle,0,1
3.6085622517872546,0,Other minority,Low,1,1
3.6588646425057156,1,White,Low,0,1
3.8515967037709293,1,Other minority,Upper,1,0
3.3529939598985643,0,Black,Upper,1,1
1.9386515231049788,0,White,Upper,0,0
1.64832188145098,0,Hispanic,Low,1,0
1.6575416172854243,1,Other minority,Low,0,0
2.367540367949116,0,Asian,Middle,1,0
1.5585221898290638,0,Asian,Middle,1,0
2.126465453750721,0,Hispanic,Middle,0,0
3.3072028659639905,0,Other minority,Low,1,0
3.261808101207325,0,Black,Middle,1,1
3.8086483488501615,1,Asian,Low,1,1
1.1182631560273886,0,White,Upper,0,0
3.9198817264856194,0,Other minority,Middle,1,0
3.749185135253863,1,Black,Middle,0,1
3.2311023983660885,1,Hispanic,Low,0,1
3.8789262658658403,0,White,Middle,1,1
3.9584780854449773,0,Black,Low,0,1
3.226398963848179,1,Black,Upper,1,1
3.0367805219250497,1,Hispanic,Upper,0,0
2.0232801948938057,0,White,Middle,1,1
3.8824365798997955,0,Black,Upper,1,1
3.2380896686777705,0,Asian,Low,1,1
3.9925587178264106,0,Hispanic,Low,1,1
3.094182065953389,1,Asian,Middle,0,1
3.3289700795161044,1,Black,Upper,1,1
3.6294304742770827,1,Black,Upper,1,1
3.2484202887769285,0,Asian,Upper,0,0
3.0893414760890194,0,Other minority,Low,0,0
3.12216443653223,0,White,Low,0,1
3.6444652358670386,0,Asian,Low,1,1
1.7695316364527995,1,Other minority,Low,0,0
3.5359101880092627,1,Other minority,Upper,1,0
3.6008028418348705,0,Hispanic,Middle,1,1
3.3348893666354016,1,Black,Upper,1,1
2.340986121180598,1,Other minority,Middle,1,0
3.6869677290275464,0,Black,Low,0,1
3.006044894834529,0,Black,Middle,1,1
3.2736623994585434,1,Black,Middle,1,1
3.5575302883596183,0,White,Middle,0,1
3.217966719937847,0,Other minority,Upper,0,0
3.655999279491251,0,Black,Upper,1,1
3.8314552256052314,0,Other minority,Upper,0,0
1.204204100498505,0,Black,Middle,1,1
3.8677762853137514,0,White,Upper,0,1
3.546301204259267,1,White,Middle,1,1
3.768336676779019,0,Asian,Low,1,1
3.3757822926063823,0,Asian,Upper,0,0
1.2765536373266175,0,Asian,Middle,0,0
2.2893141334940457,1,Other minority,Middle,0,0
3.617588156552374,1,Hispanic,Middle,1,1
1.6388977131395386,1,White,Low,0,1
3.598244976994571,1,Other minority,Middle,1,1
3.1000635901094036,0,Other minority,Middle,1,0
3.603435086924332,1,White,Middle,1,1
1.4731162407681782,0,Other minority,Upper,1,0
3.23060406867923,0,Hispanic,Low,1,1
3.7301409599610906,1,White,Middle,1,1
3.3548826648814014,1,Black,Upper,1,1
3.881319489915325,0,Hispanic,Middle,1,1
3.254310398028214,0,White,Low,1,1
3.9058294358366514,0,Other minority,Middle,0,0
1.8929905958449418,0,Asian,Upper,1,0
3.2254284739049854,1,Black,Upper,0,1
3.720837079098078,1,Black,Upper,0,1
3.6667184439661176,0,Other minority,Upper,1,0
1.218028280550286,1,Other minority,Low,1,0
3.0705404923229724,0,Asian,Low,0,1
3.2106494936598717,1,Hispanic,Middle,1,1
3.3927064914273943,0,Other minority,Upper,0,0
3.126085293902961,0,White,Middle,0,1
3.8269467565445803,0,Hispanic,Upper,1,0
3.2017228556463353,0,White,Low,0,1
3.2736598583961714,0,Asian,Middle,0,0
3.1621237320591766,0,Hispanic,Middle,0,0
3.9505491536323167,1,Hispanic,Upper,0,0
3.9150192777192867,0,Black,Middle,0,1
3.7330692693539755,1,Black,Middle,0,1
3.2195532152225916,0,Hispanic,Low,1,1
3.1716640011634443,0,Black,Upper,0,0
1.3849058938547532,1,Asian,Middle,1,1
3.756947637346947,0,Other minority,Middle,0,0
3.045642052000935,1,Asian,Upper,1,1
1.1472609424088014,1,Hispanic,Upper,0,0
1.679181358892932,1,Black,Middle,1,1
2.1575094388286096,1,Black,Upper,1,1
3.8085631916916127,1,Black,Middle,1,1
2.376230151315399,1,Other minority,Low,1,0
3.7076796878067846,0,Hispanic,Low,0,1
3.286968835679399,0,Asian,Middle,0,0
1.4453328908363903,0,Hispanic,Low,1,0
3.3812479167486282,1,Other minority,Middle,0,0
3.387839581451852,0,Hispanic,Low,1,1
2.124047239586094,1,Asian,Upper,0,0
3.861324317083721,0,Hispanic,Upper,0,0
3.396580288240155,0,White,Low,1,1
3.759606193090269,0,Other minority,Middle,0,0
3.528152745329372,0,Other minority,Middle,1,0
2.2438508313485137,0,Asian,Upper,1,0
3.8631724003616696,0,Black,Middle,1,1
3.681959338048708,1,Hispanic,Low,1,1
3.5071574333311673,1,Asian,Low,1,1
3.2536844016918303,0,Other minority,Middle,0,0
2.0684326518984664,1,White,Middle,0,1
3.606427231728273,0,Asian,Middle,0,1
3.169969231288883,0,Other minority,Low,0,0
1.2896412051211994,0,Other minority,Middle,1,0
1.9726525507382529,1,Hispanic,Middle,0,0
3.583062046100325,0,White,Upper,0,1
3.189501358195237,1,Hispanic,Low,0,1
3.3820869629192902,0,Black,Low,0,1
3.122931398315048,0,Asian,Middle,1,1
3.8549741898341088,0,Black,Upper,0,1
2.0557651393078733,0,Other minority,Middle,1,0
3.657863931213631,0,White,Low,1,1
3.578679784923688,0,Black,Middle,1,1
1.2665223513363402,0,Black,Middle,1,1
1.1656360965325054,1,Asian,Upper,0,0
3.3453061503035944,0,Other minority,Middle,1,0
3.9306408368592263,0,Hispanic,Middle,0,0
3.9551279891729108,0,Asian,Upper,0,0
1.6164722026633929,1,Black,Low,0,1
3.825407480479033,0,Asian,Middle,1,1
2.242350328609283,0,Asian,Middle,0,0
1.5764382219687605,0,Other minority,Low,0,0
3.8153149461245395,1,Black,Middle,0,1
3.2928698612188763,0,Other minority,Low,1,0
3.922993666512138,0,Hispanic,Middle,1,1
3.937960721490809,0,Other minority,Low,0,0
3.105586769005738,0,Asian,Middle,0,0
3.681809877757367,0,White,Upper,0,1
1.6708376329951027,0,Asian,Upper,0,0
3.5636934931966393,1,Other minority,Upper,1,0
1.8815987985153593,1,Asian,Middle,1,1
3.50740896685953,0,Other minority,Middle,1,0
3.0769619008008586,0,White,Middle,0,1
3.138238723751771,0,Hispanic,Middle,0,0
3.828878788779166,0,Other minority,Upper,0,0
2.1411405684128564,1,Hispanic,Middle,0,0
3.0217890482890115,0,Hispanic,Middle,0,0
3.1928692510006584,1,Hispanic,Low,1,1
3.5987200404610804,1,White,Upper,1,1
1.6325010243103517,0,Black,Upper,1,0
3.6610650627135155,1,Black,Upper,1,1
3.3403339645751604,0,Asian,Middle,0,0
1.646342268105832,1,Asian,Middle,0,0
1.8982659160040862,1,Hispanic,Low,0,0
3.246420011077417,0,Black,Upper,1,1
3.7614464072723504,1,Asian,Low,0,1
3.110644309600834,1,Black,Upper,0,1
2.388819604134077,0,Other minority,Low,0,0
1.851586375611974,1,Other minority,Middle,0,0
3.6642666328657447,0,Black,Low,0,1
3.741549083138242,0,White,Upper,0,1
2.1909878634692355,0,Asian,Upper,0,0
3.9739903403522225,0,Other minority,Low,1,1
3.7887538767309072,1,Asian,Low,0,1
3.1496688993785167,0,Other minority,Middle,1,0
3.167782285050651,1,Other minority,Low,1,1
3.7693405043465202,0,Black,Low,0,1
3.8714803231274635,0,Hispanic,Upper,0,0
3.2564888069119236,1,Black,Upper,1,1
1.3879734274902833,0,Asian,Low,1,1
2.2929480707548158,0,Asian,Middle,0,0
3.6665505399440566,0,Asian,Upper,1,1
3.595921076882064,0,Other minority,Upper,0,0
3.9521376458220048,0,Hispanic,Upper,1,0
3.2153245941427024,1,White,Low,0,1
1.166983338062704,1,Hispanic,Upper,0,0
1.19636473575463,1,White,Upper,0,1
3.7030797458206273,0,Black,Low,1,1
1.7833982934849142,1,Asian,Low,1,1
3.309245186671803,1,White,Upper,1,1
1.74857021877328,0,Hispanic,Middle,0,0
2.3902087861289596,1,Other minority,Middle,1,0
3.9438702398854457,0,Other minority,Middle,1,0
3.0642901086901433,1,Other minority,Low,0,0
3.2365931517864617,0,Other minority,Low,1,0
1.0996884799258004,1,Hispanic,Upper,0,0
1.0341306690320315,0,Asian,Low,1,1
3.8241488239827066,0,Other minority,Upper,1,0
3.6270597277542476,1,Hispanic,Middle,1,1
3.385223502475201,1,Other minority,Upper,1,0
3.83078793725661,0,White,Upper,1,1
2.1701686806477127,0,Black,Middle,0,0
3.955692943722179,1,Hispanic,Middle,0,1
3.908387955688577,0,Black,Low,0,1
1.7489510373486892,1,Black,Middle,1,1
3.8127148553470955,0,White,Low,1,1
3.296479819986762,1,White,Low,0,1
3.9111471398910775,1,Other minority,Middle,1,1
3.816513769615075,0,Hispanic,Middle,0,0
3.7834585236831964,1,Hispanic,Low,0,1
3.596786395269772,0,Hispanic,Middle,0,0
3.881593912814765,0,Asian,Middle,0,1
2.215245704790936,1,Other minority,Middle,0,0
3.761233101185591,0,White,Low,0,1
3.0479102454319866,1,White,Middle,0,1
3.9076882321307473,1,Black,Middle,1,1
1.4605679813246442,0,Black,Low,0,1
3.7233938285328065,0,Hispanic,Middle,1,1
3.2414706061415353,1,White,Upper,0,1
2.251648777362467,0,Other minority,Middle,1,0
3.234987276619753,0,Black,Upper,1,1
3.253595596848868,0,White,Upper,0,1
3.697392301863456,1,Other minority,Low,0,1
1.0948565701961113,1,Other minority,Middle,1,0
1.2880847688649562,0,White,Upper,1,1
3.2792534484834692,0,Other minority,Upper,0,0
3.1011944681463524,0,Other minority,Middle,0,0
2.3366656193387083,0,White,Upper,1,1
3.084748043380918,1,Black,Upper,1,1
2.0559155888126375,1,Hispanic,Upper,1,0
3.8775704019418678,1,Asian,Middle,0,1
3.820930668816892,0,Black,Middle,1,1
3.238113071995541,1,White,Upper,1,1
3.072140359174286,1,Asian,Upper,0,0
3.76776243663115,0,White,Upper,0,1
2.0842843741449695,0,Other minority,Upper,1,0
3.3267321969436217,1,Hispanic,Middle,1,1
3.0415402964541625,1,Hispanic,Middle,1,1
3.9724263627963454,1,Asian,Upper,0,1
3.9396063923568834,1,Other minority,Upper,0,0
3.1701554378295995,1,Hispanic,Low,1,1
3.0607032356704957,1,White,Upper,1,1
3.605300079080541,1,White,Low,1,1
3.3169992360945404,1,Asian,Upper,1,1
3.505843846120531,0,Other minority,Middle,0,0
1.504399776195743,1,Asian,Middle,1,1
3.6052665397441483,0,Black,Upper,1,1
3.33853851996046,1,Hispanic,Upper,1,0
3.0199914651120365,1,Asian,Low,1,1
1.162603496439116,0,Black,Middle,1,1
2.367777617990766,0,White,Upper,1,1
3.349765923650864,0,White,Upper,1,1
3.289268071120633,0,Black,Upper,0,0
3.251140198782868,0,White,Upper,0,1
3.944039545397618,0,Other minority,Upper,0,0
3.687389334036181,1,Asian,Upper,1,1
3.996670229750329,0,White,Low,0,1
3.0508373069051062,1,Black,Upper,0,1
3.0461270268871092,0,Other minority,Low,1,0
3.1669315008243277,1,Asian,Upper,0,0
3.531981745263041,1,Hispanic,Middle,1,1
2.3494213651726623,0,Asian,Middle,0,0
3.5451024365938766,0,Hispanic,Low,1,1
3.9540114631378978,0,Hispanic,Upper,0,0
3.9719589407240994,1,Asian,Low,1,1
3.1045845401891063,0,Black,Low,0,1
3.959709373448503,1,Other minority,Upper,1,0
1.0648547476080779,1,White,Upper,0,1
3.720729099155125,0,White,Upper,0,1
1.474024509428733,1,Black,Low,0,1
3.901488854604215,1,Other minority,Middle,1,1
3.6187330021883044,0,Asian,Upper,0,0
2.0828432333711655,0,Black,Middle,1,1
3.310899361299622,1,Black,Low,1,1
3.073529098619355,0,White,Upper,0,1
3.7695870314823288,0,Black,Upper,1,1
3.0077459768257873,0,White,Middle,0,1
3.363539735763053,1,Black,Middle,1,1
3.7210743345341886,1,Hispanic,Low,1,1
3.671183970712957,1,Hispanic,Middle,1,1
1.820552256040484,1,Other minority,Upper,0,0
1.4561550064355169,0,White,Low,0,1
1.8609800088861108,1,Other minority,Low,0,0
3.7198575047565106,1,Asian,Upper,0,1
3.302337452550722,1,Other minority,Middle,1,0
2.0168716921652656,0,Other minority,Low,1,0
3.1566125232770044,0,Asian,Middle,0,0
3.1904465036732157,0,Black,Middle,1,1
3.6423943071345843,0,Black,Low,0,1
2.19680562092164,1,Black,Upper,0,0
3.509695228271374,0,Black,Upper,0,1
1.769708510898734,0,Other minority,Upper,0,0
3.197142876019537,0,Asian,Low,0,1
3.2950042619830784,0,Hispanic,Low,0,0
3.6052835718434553,1,Black,Low,1,1
3.2827482800475054,0,Hispanic,Upper,1,0
3.2665260661971423,1,Hispanic,Middle,0,0
3.364086254763106,1,Hispanic,Low,1,1
3.84024291219967,1,Other minority,Low,0,1
3.9473023947054635,1,Black,Low,0,1
3.560329195019769,1,White,Middle,0,1
3.1678511640484213,0,Asian,Middle,1,1
2.181944711042262,0,Other minority,Upper,0,0
3.207267391089189,0,Black,Upper,1,1
1.7682092000244383,1,White,Low,1,1
1.9055907553583213,1,Hispanic,Upper,1,0
3.205378638957897,0,Black,Upper,1,1
3.643073174833958,1,Asian,Upper,1,1
3.2508420059987193,0,Black,Low,0,1
3.863865655878838,0,White,Low,0,1
3.864937928056119,1,Hispanic,Middle,1,1
1.2852950556529135,0,Asian,Upper,1,0
3.125957645670654,1,Black,Low,1,1
1.8606612987646594,1,Other minority,Low,1,0
3.251286071783202,1,Asian,Upper,1,1
3.335476923264821,1,Other minority,Middle,0,0
3.1067277987005806,0,Asian,Upper,0,0
2.0868261157607524,1,Asian,Low,1,1
3.6293556283393897,1,White,Low,0,1
1.8045866771408745,0,White,Upper,1,1
1.1954687123982852,1,Other minority,Low,1,0
3.2024165763555628,0,White,Low,0,1
3.2773258552311226,0,Black,Low,0,1
2.2522893659513965,1,Other minority,Upper,0,0
1.612107305318659,0,Asian,Upper,1,0
3.1923159933212424,0,Black,Low,1,1
3.5238011303148413,0,Hispanic,Low,1,1
3.018826770233258,1,Black,Middle,0,1
3.693903393919925,0,Black,Middle,1,1
3.3734703015852205,0,Other minority,Low,1,0
1.2328455180681794,0,Hispanic,Low,1,0
1.1951060196186465,1,Asian,Low,0,1
3.9680699033943463,1,Other minority,Upper,1,0
3.1355518132503826,0,Black,Middle,0,1
3.2037968713116074,0,Asian,Middle,1,1
3.19330480872561,0,Asian,Middle,1,1
1.2925310350212638,1,Other minority,Low,0,0
2.17863080197786,0,Black,Low,1,1
1.736436621670709,1,Asian,Upper,0,0
1.4646296509940966,1,Black,Middle,0,1
2.2590649273607375,0,Asian,Middle,0,0
3.860774463754267,0,Asian,Upper,1,1
3.2575763332921164,0,Asian,Low,1,1
1.8589659913052259,1,Black,Upper,1,1
3.225394904561954,0,Other minority,Middle,0,0
3.3764544210443677,1,Hispanic,Low,1,1
1.348740666405289,1,Black,Upper,1,1
3.302839603452144,0,White,Middle,1,1
1.6152859668696626,0,Hispanic,Upper,0,0
3.8732990724611813,1,Black,Middle,1,1
1.8612803956910857,0,Asian,Low,0,0
2.283306059898737,1,Asian,Upper,1,0
1.511623847436848,0,Asian,Middle,1,0
2.27802920924133,1,Asian,Middle,1,1
3.829189496180929,0,Black,Low,1,1
3.566711832770263,0,Hispanic,Upper,0,0
1.1247905927617359,1,Asian,Upper,1,0
3.2039034074402406,1,Hispanic,Middle,1,1
1.3067433590291995,0,Asian,Upper,0,0
1.1818841952767023,1,White,Low,0,1
3.524536459637593,1,Black,Middle,0,1
2.0380895586698147,1,Asian,Middle,1,1
3.3950205522618813,0,Hispanic,Upper,1,0
3.351928168570328,0,Asian,Upper,0,0
3.5461498004764724,1,Other minority,Upper,0,0
3.769749181069878,1,Hispanic,Upper,1,1
3.2760449172505477,1,Hispanic,Upper,0,0
1.5500718229413009,0,Other minority,Upper,0,0
1.5253396619912793,0,Other minority,Upper,0,0
3.342554626328009,0,Other minority,Low,1,0
3.851235368347922,0,Other minority,Upper,0,0
3.0147790932651284,1,Hispanic,Upper,0,0
3.8415092848911057,1,Other minority,Low,1,1
1.5181316600563233,0,Hispanic,Middle,0,0
3.7791612559360104,1,Asian,Low,0,1
3.859827661663948,0,Asian,Middle,1,1
3.275680800651833,1,Other minority,Upper,0,0
3.5872080321185926,1,Hispanic,Upper,0,0
3.325272916498363,0,Asian,Middle,0,0
3.564972638994316,1,Asian,Upper,0,1
2.2288302203776746,1,Other minority,Middle,0,0
3.036552319370135,0,Hispanic,Low,1,1
3.6160387300532415,0,Asian,Low,1,1
3.1075918842072987,0,White,Low,0,1
1.9112202141405539,1,White,Middle,0,1
3.0116062368778156,1,Hispanic,Low,1,1
3.9789020872958054,1,White,Middle,1,1
1.0375099349227768,1,White,Low,1,1
3.030773904618954,0,Other minority,Upper,1,0
3.5087554743765383,1,Asian,Low,0,1
1.4464717079611815,1,Other minority,Middle,1,0
2.0377293997925903,0,Black,Upper,0,0
3.0218268551601373,1,Asian,Upper,0,0
3.6527901640568134,0,Asian,Low,1,1
2.367338243504553,0,White,Upper,1,1
1.2012053828371079,0,Other minority,Low,1,0
3.5430103147176433,1,Hispanic,Upper,0,0
3.9277306551278923,0,Other minority,Upper,1,0
3.309456663906159,1,Black,Low,0,1
1.5376108711916405,1,Asian,Middle,0,0
1.1555005965215663,0,Asian,Middle,1,0
3.2090284257840365,1,Hispanic,Low,0,1
1.807967343979755,0,Black,Low,1,1
3.0848983907327017,0,Other minority,Upper,1,0
3.641569883580411,1,Hispanic,Middle,0,1
1.842342873419808,0,White,Middle,1,1
3.8056206631424705,0,Black,Middle,1,1
3.0963579250251914,1,Asian,Upper,1,1
3.314272949151177,1,Other minority,Low,0,0
1.5767631822107653,0,Hispanic,Upper,0,0
3.8830920927660015,1,Hispanic,Middle,0,1
3.328940915679538,1,Black,Low,0,1
2.1113769103466087,1,White,Middle,1,1
1.3929979451160113,0,Other minority,Low,0,0
3.185632247459558,0,Black,Middle,0,1
3.2178282106432836,0,Other minority,Middle,1,0
3.1769622143224057,1,White,Middle,1,1
3.959045334601874,1,Black,Upper,1,1
2.1354264977712987,0,Other minority,Upper,1,0
3.0494371276872227,0,Other minority,Low,0,0
3.0145799409702008,1,White,Upper,0,1
3.0240028706919535,0,Other minority,Upper,0,0
3.8427907973471838,1,Asian,Middle,1,1
2.2638099769229587,0,Black,Middle,0,0
3.1316590819181793,0,Hispanic,Low,0,0
3.7640305684614277,1,Asian,Upper,0,1
3.2966646487020004,0,Black,Upper,0,0
3.7206459438457355,1,Other minority,Middle,0,0
1.1155267263465718,0,Asian,Low,0,0
3.560815108244789,0,Hispanic,Upper,0,0
3.9480597075438215,1,Other minority,Low,0,1
3.1471695170670237,1,Hispanic,Upper,1,0
3.397533441716286,1,Hispanic,Low,1,1
1.7183669306668015,1,White,Middle,0,1
3.825514373413096,1,Asian,Middle,0,1
2.1060191627988196,0,Hispanic,Low,1,0
3.2550788893501905,1,White,Low,0,1
3.173067338554294,1,Hispanic,Upper,1,0
2.216516630769764,1,Other minority,Middle,1,0
1.3484514712183935,0,Black,Middle,0,0
3.796341635120207,1,Black,Upper,1,1
3.646647442465302,0,Asian,Middle,0,1
1.6137794487526842,0,Asian,Low,1,1
3.1843353817475073,1,Other minority,Upper,0,0
3.213906494490555,0,White,Upper,1,1
3.0155459790684085,0,Black,Low,0,1
3.1089995229961174,1,Hispanic,Low,1,1
3.645552171356648,1,Hispanic,Low,0,1
3.9216497838132476,1,White,Upper,0,1
1.3460463324986405,0,Other minority,Upper,1,0
3.3543029105428297,1,Hispanic,Low,0,1
3.746465687146915,1,Asian,Middle,0,1
3.6699246939986767,1,White,Middle,1,1
3.8640099877109146,0,Black,Low,0,1
3.8680711185316308,0,Hispanic,Upper,0,0
1.4805932714947199,0,White,Low,1,1
1.1548579245829955,1,Hispanic,Low,0,0
3.6577146556339812,0,Black,Middle,1,1
2.3986841981991347,0,Black,Middle,1,1
3.8048820386762974,1,Black,Upper,1,1
3.2801076424670805,1,Hispanic,Low,1,1
1.8387239045497688,1,Asian,Low,0,1
3.9615150866670863,1,Other minority,Low,0,1
1.0566560123992264,1,Asian,Low,0,1
